Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
741,13,Nov 26 2011,Sat,Purdue,33,@,Indiana,25,
742,13,Nov 26 2011,Sat,San Diego State,27,@,Nevada-Las Vegas,24,
743,13,Nov 26 2011,Sat,San Jose State,27,@,Fresno State,24,
744,13,Nov 26 2011,Sat,(14) South Carolina,34,,(18) Clemson,13,
745,13,Nov 26 2011,Sat,(10) Southern California,50,,UCLA,0,
746,13,Nov 26 2011,Sat,Southern Methodist,27,,Rice,24,
747,13,Nov 26 2011,Sat,Southern Mississippi,44,,Memphis,7,
748,13,Nov 26 2011,Sat,(4) Stanford,28,,(22) Notre Dame,14,
749,13,Nov 26 2011,Sat,Utah State,21,,Nevada,17,
750,13,Nov 26 2011,Sat,Vanderbilt,41,@,Wake Forest,7,
751,13,Nov 26 2011,Sat,(6) Virginia Tech,38,@,(24) Virginia,0,
752,13,Nov 26 2011,Sat,Washington,38,,Washington State,21,
753,13,Nov 26 2011,Sat,Western Kentucky,41,,Troy,18,
754,13,Nov 26 2011,Sat,(15) Wisconsin,45,,(20) Penn State,7,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
755,14,Dec 1 2011,Thu,(22) West Virginia,30,@,South Florida,27,
756,14,Dec 2 2011,Fri,Northern Illinois,23,,Ohio,20,MAC Championship (Detroit MI)
757,14,Dec 2 2011,Fri,(8) Oregon,49,,UCLA,31,Pac 12 Championship (Eugene OR)
758,14,Dec 3 2011,Sat,Arkansas State,45,,Troy,14,
759,14,Dec 3 2011,Sat,(19) Baylor,48,,Texas,24,
760,14,Dec 3 2011,Sat,(9) Boise State,45,,New Mexico,0,
761,14,Dec 3 2011,Sat,Brigham Young,41,@,Hawaii,20,
762,14,Dec 3 2011,Sat,Cincinnati,35,,Connecticut,27,
763,14,Dec 3 2011,Sat,(21) Clemson,38,,(5) Virginia Tech,10,ACC Championship (Charlotte NC)
764,14,Dec 3 2011,Sat,(16) Kansas State,30,,Iowa State,23,
765,14,Dec 3 2011,Sat,(1) Louisiana State,42,,(12) Georgia,10,SEC Championship (Atlanta GA)
766,14,Dec 3 2011,Sat,Louisiana-Monroe,26,@,Florida Atlantic,0,
767,14,Dec 3 2011,Sat,Nevada,56,,Idaho,3,
768,14,Dec 3 2011,Sat,North Texas,59,,Middle Tennessee State,7,
769,14,Dec 3 2011,Sat,(3) Oklahoma State,44,,(13) Oklahoma,10,
770,14,Dec 3 2011,Sat,Pittsburgh,33,,Syracuse,20,
771,14,Dec 3 2011,Sat,San Diego State,35,,Fresno State,28,
772,14,Dec 3 2011,Sat,(24) Southern Mississippi,49,@,(7) Houston,28,CUSA Championship (Houston TX)
773,14,Dec 3 2011,Sat,(18) Texas Christian,56,,Nevada-Las Vegas,9,
774,14,Dec 3 2011,Sat,Utah State,24,@,New Mexico State,21,
775,14,Dec 3 2011,Sat,(15) Wisconsin,42,,(11) Michigan State,39,Big Ten Championship (Indianapolis IN)
776,14,Dec 3 2011,Sat,Wyoming,22,@,Colorado State,19,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
777,15,Dec 10 2011,Sat,Navy,27,,Army,21,Landover MD
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
778,16,Dec 17 2011,Sat,Louisiana-Lafayette,32,,San Diego State,30,New Orleans Bowl (New Orleans LA)
779,16,Dec 17 2011,Sat,Ohio,24,,Utah State,23,Famous Idaho Potato Bowl (Boise ID)
780,16,Dec 17 2011,Sat,Temple,37,,Wyoming,15,New Mexico Bowl (Albuquerque NM)
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
781,17,Dec 20 2011,Tue,Marshall,20,,Florida International,10,Beef O'Brady's Bowl (St. Petersburg FL)
782,17,Dec 21 2011,Wed,(16) Texas Christian,31,,Louisiana Tech,24,Poinsettia Bowl (San Diego CA)
783,17,Dec 22 2011,Thu,(8) Boise State,56,,Arizona State,24,Maaco Bowl (Las Vegas NV)
784,17,Dec 24 2011,Sat,(22) Southern Mississippi,24,,Nevada,17,Hawaii Bowl (Honolulu HI)
785,17,Dec 26 2011,Mon,Missouri,41,,North Carolina,24,Independence Bowl (Shreveport LA)
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
786,18,Dec 27 2011,Tue,North Carolina State,31,,Louisville,24,Belk Bowl (Charlotte NC)
787,18,Dec 27 2011,Tue,Purdue,37,,Western Michigan,32,Little Caesars Bowl (Detroit MI)
788,18,Dec 28 2011,Wed,Texas,21,,California,10,Holiday Bowl (San Diego CA)
789,18,Dec 28 2011,Wed,Toledo,42,,Air Force,41,Military Bowl (Washington DC)
790,18,Dec 29 2011,Thu,(15) Baylor,67,,Washington,56,Alamo Bowl (San Antonio TX)
791,18,Dec 29 2011,Thu,(25) Florida State,18,,Notre Dame,14,Champs Sports Bowl (Orlando FL)
792,18,Dec 30 2011,Fri,Brigham Young,24,,Tulsa,21,Armed Forces Bowl (Dallas TX)
793,18,Dec 30 2011,Fri,Mississippi State,23,,Wake Forest,17,Music City Bowl (Nashville TN)
794,18,Dec 30 2011,Fri,(19) Oklahoma,31,,Iowa,14,Insight Bowl (Tempe AZ)
795,18,Dec 30 2011,Fri,Rutgers,27,,Iowa State,13,Pinstripe Bowl (Bronx NY)
796,18,Dec 31 2011,Sat,Auburn,43,,Virginia,24,Chick-Fil-A Bowl (Atlanta GA)
797,18,Dec 31 2011,Sat,Cincinnati,31,,Vanderbilt,24,Liberty Bowl (Memphis TN)
798,18,Dec 31 2011,Sat,Illinois,20,,UCLA,14,Fight Hunger Bowl (San Francisco CA)
799,18,Dec 31 2011,Sat,Texas A&M,33,,Northwestern,22,Meineke Car Care Bowl of Texas (Houston TX)
800,18,Dec 31 2011,Sat,Utah,30,,Georgia Tech,27,Sun Bowl (El Paso TX)
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
801,19,Jan 2 2012,Mon,Florida,24,,Ohio State,17,Gator Bowl (Jacksonville FL)
802,19,Jan 2 2012,Mon,(20) Houston,30,,(24) Penn State,14,Ticket City Bowl (Dallas TX)
803,19,Jan 2 2012,Mon,(12) Michigan State,33,,(18) Georgia,30,Outback Bowl (Tampa FL)
804,19,Jan 2 2012,Mon,(3) Oklahoma State,41,,(4) Stanford,38,Fiesta Bowl (Glendale AZ)
805,19,Jan 2 2012,Mon,(6) Oregon,45,,(9) Wisconsin,38,Rose Bowl (Pasadena CA)
806,19,Jan 2 2012,Mon,(10) South Carolina,30,,(21) Nebraska,13,Capital One Bowl (Orlando FL)
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
807,20,Jan 3 2012,Tue,(13) Michigan,23,,(17) Virginia Tech,20,Sugar Bowl (New Orleans LA)
808,20,Jan 4 2012,Wed,(23) West Virginia,70,,(14) Clemson,33,Orange Bowl (Miami FL)
809,20,Jan 6 2012,Fri,(7) Arkansas,29,,(11) Kansas State,16,Cotton Bowl (Arlington TX)
810,20,Jan 7 2012,Sat,Southern Methodist,28,,Pittsburgh,6,BBVA Compass Bowl (Birmingham AL)
811,20,Jan 8 2012,Sun,Northern Illinois,38,,Arkansas State,20,GoDaddy.com Bowl (Mobile AL)
812,20,Jan 9 2012,Mon,(2) Alabama,21,,(1) Louisiana State,0,BCS Championship (New Orleans LA)
